date,pm2_5,pm10,no2,so2,co,ozone,aqi
2015-08-07 11:00:00,61,265,83,96,2.05,136,136
2015-08-07 12:00:00,212,213,102,70,2.02,139,186
2015-08-07 13:00:00,183,144,101,96,4.41,172,187
2015-08-07 14:00:00,95,221,61,107,3.54,37,135
2015-08-07 15:00:00,156,132,33,28,1.2,23,109
2015-08-07 16:00:00,183,158,104,79,3.69,179,184
2015-08-07 17:00:00,239,160,143,77,4.42,165,216
2015-08-07 18:00:00,57,226,172,17,1.3,152,128
2015-08-07 19:00:00,180,308,118,115,3.11,164,212
2015-08-07 20:00:00,189,55,150,71,1.67,199,159
2015-08-07 21:00:00,80,71,50,70,0.82,118,84
2015-08-07 22:00:00,193,134,102,117,3.01,81,167
2015-08-07 23:00:00,233,145,119,23,4.96,107,198
2015-08-08 00:00:00,108,214,167,92,3.95,88,165
2015-08-08 01:00:00,208,330,87,5,2.21,196,209
2015-08-08 02:00:00,37,76,31,107,0.79,195,80
2015-08-08 03:00:00,89,61,165,69,3.33,43,112
2015-08-08 04:00:00,101,257,88,46,2.22,62,136
2015-08-08 05:00:00,135,125,15,116,4.51,27,132
2015-08-08 06:00:00,99,81,49,70,1.21,173,105
2015-08-08 07:00:00,34,180,132,75,3.39,68,114
2015-08-08 08:00:00,195,254,73,90,1.39,137,180
2015-08-08 09:00:00,219,199,179,20,0.96,123,182
2015-08-08 10:00:00,32,318,121,87,4.55,160,163
2015-08-08 11:00:00,138,210,23,74,2.01,110,140
2015-08-08 12:00:00,62,199,117,8,3.06,153,130
2015-08-08 13:00:00,207,279,132,23,0.7,154,189
2015-08-08 14:00:00,76,195,63,54,1.04,18,95
2015-08-08 15:00:00,218,271,103,101,4.89,36,211
2015-08-08 16:00:00,36,261,167,87,2.47,76,131
2015-08-08 17:00:00,197,209,10,30,1.67,180,165
2015-08-08 18:00:00,51,324,32,76,0.99,87,118
2015-08-08 19:00:00,169,282,174,50,3.79,194,214
2015-08-08 20:00:00,74,201,33,117,1.97,47,109
2015-08-08 21:00:00,204,153,10,6,4.36,59,158
2015-08-08 22:00:00,32,307,13,47,3.49,36,114
2015-08-08 23:00:00,66,130,118,52,2.44,13,96
2015-08-09 00:00:00,106,335,154,92,4.5,167,202
2015-08-09 01:00:00,81,347,90,31,3.05,145,164
2015-08-09 02:00:00,201,341,129,85,1.81,77,202
2015-08-09 03:00:00,48,272,108,92,2.47,135,139
2015-08-09 04:00:00,41,111,124,63,2.1,27,84
2015-08-09 05:00:00,84,146,157,44,3.42,45,124
2015-08-09 06:00:00,48,89,86,21,1.28,13,64
2015-08-09 07:00:00,67,41,108,10,4.47,66,97
2015-08-09 08:00:00,24,105,42,100,2.01,99,77
2015-08-09 09:00:00,182,210,92,7,3.99,38,166
2015-08-09 10:00:00,221,254,117,23,3.54,46,194
2015-08-09 11:00:00,230,177,66,32,3.93,193,200
2015-08-09 12:00:00,120,220,66,31,4.61,12,143
2015-08-09 13:00:00,90,250,34,77,0.63,145,125
2015-08-09 14:00:00,193,323,61,40,2.92,120,196
2015-08-09 15:00:00,182,41,75,16,2.86,84,129
2015-08-09 16:00:00,192,196,79,28,2.04,58,155
2015-08-09 17:00:00,160,347,44,95,4.55,19,188
2015-08-09 18:00:00,157,181,81,99,0.54,171,151
2015-08-09 19:00:00,85,67,17,33,4.04,157,109
2015-08-09 20:00:00,217,296,55,59,3.11,135,205
2015-08-09 21:00:00,91,339,115,62,2.08,76,155
2015-08-09 22:00:00,247,287,128,61,0.9,128,207
2015-08-09 23:00:00,44,124,109,17,4.52,20,99
2015-08-10 00:00:00,191,282,98,91,1.23,85,179
2015-08-10 01:00:00,79,245,73,53,2.48,123,135
2015-08-10 02:00:00,194,312,39,31,2.27,188,195
2015-08-10 03:00:00,59,310,132,112,0.56,195,150
2015-08-10 04:00:00,26,87,166,15,1.61,108,83
2015-08-10 05:00:00,193,85,95,37,1.19,179,148
2015-08-10 06:00:00,170,216,46,62,2.83,140,167
2015-08-10 07:00:00,230,309,28,72,0.47,114,186
2015-08-10 08:00:00,65,267,89,40,1.54,88,122
2015-08-10 09:00:00,105,293,141,31,4.94,188,192
2015-08-10 10:00:00,160,285,63,13,2.92,60,164
2015-08-10 11:00:00,40,61,61,76,0.61,99,64
2015-08-10 12:00:00,20,61,175,36,2.8,199,102
2015-08-10 13:00:00,142,263,130,26,2.16,54,156
2015-08-10 14:00:00,166,238,109,76,1.2,59,156
2015-08-10 15:00:00,144,270,138,75,2.34,70,169
2015-08-10 16:00:00,207,269,43,46,4.07,26,184
2015-08-10 17:00:00,52,236,40,6,0.96,159,106
2015-08-10 18:00:00,23,273,44,103,0.61,94,99
2015-08-10 19:00:00,22,330,118,39,4.62,112,150
2015-08-10 20:00:00,110,304,148,53,4.26,140,187
2015-08-10 21:00:00,71,196,132,37,4.56,12,129
2015-08-10 22:00:00,246,66,27,94,4.2,26,162
2015-08-10 23:00:00,47,263,79,115,2.51,74,125
2015-08-11 00:00:00,89,241,52,67,4.4,98,148
2015-08-11 01:00:00,217,128,84,118,4.13,68,180
2015-08-11 02:00:00,202,209,44,111,1.69,25,157
2015-08-11 03:00:00,76,333,151,38,0.55,135,148
2015-08-11 04:00:00,127,219,104,91,0.32,17,124
2015-08-11 05:00:00,234,339,103,119,4.73,194,255
2015-08-11 06:00:00,244,62,58,10,4.7,100,172
2015-08-11 07:00:00,163,241,76,48,3.06,77,165
2015-08-11 08:00:00,43,116,96,65,3.04,154,108
2015-08-11 09:00:00,216,262,19,37,1.67,152,181
2015-08-11 10:00:00,188,227,41,76,3.25,42,166
2015-08-11 11:00:00,96,290,137,109,2.79,173,176
2015-08-11 12:00:00,194,170,66,95,1.19,174,166
2015-08-11 13:00:00,95,62,84,95,1.01,71,91
2015-08-11 14:00:00,88,76,38,119,0.65,173,99
2015-08-11 15:00:00,120,57,76,62,3.92,119,126
2015-08-11 16:00:00,178,300,33,45,3.13,48,172
2015-08-11 17:00:00,111,80,164,55,1.11,108,115
2015-08-11 18:00:00,111,111,24,49,3.93,66,116
2015-08-11 19:00:00,49,179,92,36,4.38,152,130
2015-08-11 20:00:00,37,253,120,117,2.81,55,125
2015-08-11 21:00:00,63,45,37,83,0.91,152,78
2015-08-11 22:00:00,174,158,117,66,2.33,114,161
2015-08-11 23:00:00,118,108,79,23,0.87,184,117
2015-08-12 00:00:00,173,116,128,27,4.7,29,156
2015-08-12 01:00:00,140,315,138,9,4.33,95,189
2015-08-12 02:00:00,134,131,10,55,3.64,75,127
2015-08-12 03:00:00,79,192,111,60,3.52,10,122
2015-08-12 04:00:00,165,57,157,25,4.55,55,148
2015-08-12 05:00:00,244,74,37,40,1.64,13,137
2015-08-12 06:00:00,236,141,11,100,0.55,171,164
2015-08-12 07:00:00,75,310,58,69,1.37,26,122
2015-08-12 08:00:00,50,346,78,102,0.52,62,124
2015-08-12 09:00:00,120,316,125,103,1.59,77,164
2015-08-12 10:00:00,78,298,71,62,4.85,100,161
2015-08-12 11:00:00,143,74,144,29,2.99,70,130
2015-08-12 12:00:00,149,47,145,115,1.89,64,126
2015-08-12 13:00:00,116,298,121,92,4.43,113,185
2015-08-12 14:00:00,186,349,101,54,1.43,197,205
2015-08-12 15:00:00,208,239,177,73,3.34,155,214
2015-08-12 16:00:00,126,179,135,40,1.34,57,129
2015-08-12 17:00:00,210,58,162,34,4.93,34,167
2015-08-12 18:00:00,243,124,119,89,3.14,81,186
2015-08-12 19:00:00,37,61,160,31,2.76,63,85
2015-08-12 20:00:00,164,274,95,56,2.96,19,166
2015-08-12 21:00:00,245,325,162,82,2.03,199,241
2015-08-12 22:00:00,186,168,138,11,2.09,32,151
2015-08-12 23:00:00,90,91,170,95,3.48,88,130
2015-08-13 00:00:00,125,68,106,31,4.63,23,123
2015-08-13 01:00:00,73,68,118,57,3.28,10,93
2015-08-13 02:00:00,246,172,151,12,3.92,87,201
2015-08-13 03:00:00,113,250,138,61,3.91,198,182
2015-08-13 04:00:00,95,61,64,8,0.93,21,71
2015-08-13 05:00:00,54,216,112,92,4.89,16,132
2015-08-13 06:00:00,30,158,161,104,3.87,186,137
2015-08-13 07:00:00,80,175,149,44,4.25,74,138
2015-08-13 08:00:00,63,121,22,65,4.99,66,109
2015-08-13 09:00:00,140,107,32,34,1.11,120,112
2015-08-13 10:00:00,87,79,171,27,2.67,169,125
2015-08-13 11:00:00,44,130,164,98,2.92,194,130
2015-08-13 12:00:00,195,191,105,55,1.61,104,165
2015-08-13 13:00:00,179,261,116,49,4.61,154,206
2015-08-13 14:00:00,103,115,133,15,1.54,86,110
2015-08-13 15:00:00,133,274,62,40,2.12,68,148
2015-08-13 16:00:00,242,180,149,31,0.9,47,172
2015-08-13 17:00:00,151,129,16,118,0.75,16,108
2015-08-13 18:00:00,185,104,112,61,1.56,128,149
2015-08-13 19:00:00,210,194,60,71,3.19,184,192
2015-08-13 20:00:00,194,254,59,5,3.58,30,170
2015-08-13 21:00:00,20,178,72,49,1.29,78,81
2015-08-13 22:00:00,150,270,115,97,2.97,173,190
2015-08-13 23:00:00,248,81,137,85,4.11,132,197
2015-08-14 00:00:00,105,275,53,11,2.04,88,135
2015-08-14 01:00:00,81,125,146,114,0.46,32,99
2015-08-14 02:00:00,83,205,174,38,2.28,164,146
2015-08-14 03:00:00,164,237,59,103,4.26,117,183
2015-08-14 04:00:00,145,101,128,26,2.68,174,147
2015-08-14 05:00:00,225,73,80,103,3.27,180,180
2015-08-14 06:00:00,124,321,174,92,2.93,121,190
2015-08-14 07:00:00,81,270,132,48,0.66,189,144
2015-08-14 08:00:00,54,349,100,10,0.69,46,119
2015-08-14 09:00:00,32,206,164,111,2.73,145,133
2015-08-14 10:00:00,182,252,166,69,0.37,97,172
2015-08-14 11:00:00,62,316,43,42,1.94,66,124
2015-08-14 12:00:00,149,93,109,72,1.75,82,128
2015-08-14 13:00:00,203,223,104,92,1.53,13,164
2015-08-14 14:00:00,130,260,70,11,4.19,61,158
2015-08-14 15:00:00,224,137,128,111,3.51,121,193
2015-08-14 16:00:00,147,102,66,81,3.4,16,126
2015-08-14 17:00:00,70,81,27,21,1.86,64,74
2015-08-14 18:00:00,201,288,21,26,2.66,133,184
2015-08-14 19:00:00,163,149,41,113,3.88,121,161
2015-08-14 20:00:00,165,193,19,22,0.5,87,126
2015-08-14 21:00:00,154,236,66,107,2.35,32,153
2015-08-14 22:00:00,64,187,108,114,4.43,114,143
2015-08-14 23:00:00,183,249,148,21,2.75,54,177
2015-08-15 00:00:00,188,282,89,18,0.95,126,173
2015-08-15 01:00:00,241,146,60,79,1.93,127,176
2015-08-15 02:00:00,61,44,135,62,3.3,138,106
2015-08-15 03:00:00,154,183,178,75,4.41,142,188
2015-08-15 04:00:00,34,176,174,56,2.7,98,116
2015-08-15 05:00:00,79,320,104,55,4.48,80,164
2015-08-15 06:00:00,59,205,36,51,4.66,164,136
2015-08-15 07:00:00,230,175,169,111,2.84,186,214
2015-08-15 08:00:00,184,167,121,115,1.47,39,154
2015-08-15 09:00:00,213,104,41,69,3.71,87,161
2015-08-15 10:00:00,131,328,12,104,1.67,99,158
2015-08-15 11:00:00,202,167,86,61,3.1,42,164
2015-08-15 12:00:00,96,236,91,35,1.87,97,132
2015-08-15 13:00:00,124,121,140,12,1.35,156,130
2015-08-15 14:00:00,126,331,14,119,2.02,158,170
2015-08-15 15:00:00,141,123,14,36,1.1,117,113
2015-08-15 16:00:00,242,191,176,87,0.58,14,176
2015-08-15 17:00:00,99,228,56,107,4.26,83,150
2015-08-15 18:00:00,144,250,62,6,2.63,74,149
2015-08-15 19:00:00,203,67,88,64,0.85,17,123
2015-08-15 20:00:00,191,99,60,82,1.08,190,150
2015-08-15 21:00:00,204,133,95,103,3.61,105,177
2015-08-15 22:00:00,153,153,94,23,1.06,151,139
2015-08-15 23:00:00,239,163,78,58,4.22,112,196
2015-08-16 00:00:00,51,78,169,74,1.16,92,91
2015-08-16 01:00:00,127,296,20,72,0.79,38,132
2015-08-16 02:00:00,221,52,89,20,2.56,160,158
2015-08-16 03:00:00,133,267,35,6,2.18,176,156
2015-08-16 04:00:00,165,233,68,78,3.38,185,185
2015-08-16 05:00:00,87,81,105,73,3.95,77,117
2015-08-16 06:00:00,146,224,89,10,0.93,197,154
2015-08-16 07:00:00,220,74,131,95,2.54,156,175
2015-08-16 08:00:00,154,76,169,33,1.48,101,132
2015-08-16 09:00:00,133,114,165,32,3.67,94,147
2015-08-16 10:00:00,27,289,12,34,1.2,49,90
2015-08-16 11:00:00,83,166,25,44,0.58,45,85
2015-08-16 12:00:00,154,59,126,106,1.07,155,134
2015-08-16 13:00:00,60,255,18,118,1.43,110,117
2015-08-16 14:00:00,59,286,40,44,1.11,103,115
2015-08-16 15:00:00,22,247,30,53,2.26,190,114
2015-08-16 16:00:00,164,190,84,113,3.95,123,177
2015-08-16 17:00:00,213,205,100,91,0.49,15,156
2015-08-16 18:00:00,226,342,134,22,0.34,133,203
2015-08-16 19:00:00,129,147,75,113,3.8,120,151
2015-08-16 20:00:00,240,167,47,117,2.92,132,191
2015-08-16 21:00:00,133,197,70,5,1.85,10,119
2015-08-16 22:00:00,131,275,82,103,3.0,96,168
2015-08-16 23:00:00,199,161,112,50,1.52,168,170
2015-08-17 00:00:00,169,338,38,112,3.28,187,206
2015-08-17 01:00:00,23,272,176,86,1.58,33,116
2015-08-17 02:00:00,153,121,17,34,1.38,47,109
2015-08-17 03:00:00,185,103,69,109,2.47,183,163
2015-08-17 04:00:00,45,45,107,106,2.15,11,72
2015-08-17 05:00:00,158,326,136,45,0.92,33,165
2015-08-17 06:00:00,237,243,97,62,3.54,129,211
2015-08-17 07:00:00,36,126,107,64,2.3,43,86
2015-08-17 08:00:00,235,196,176,106,3.85,132,220
2015-08-17 09:00:00,111,136,66,13,1.43,132,114
2015-08-17 10:00:00,246,259,54,92,4.82,124,224
2015-08-17 11:00:00,50,249,128,63,4.17,85,141
2015-08-17 12:00:00,224,147,177,104,4.81,54,202
2015-08-17 13:00:00,182,253,12,70,3.73,68,172
2015-08-17 14:00:00,163,187,155,73,3.96,99,179
2015-08-17 15:00:00,226,247,173,84,3.6,99,217
2015-08-17 16:00:00,126,97,78,54,4.16,74,131
2015-08-17 17:00:00,165,283,159,55,4.41,111,203
2015-08-17 18:00:00,130,96,75,14,3.45,124,130
2015-08-17 19:00:00,120,110,55,37,4.87,126,139
2015-08-17 20:00:00,131,299,144,8,2.12,13,153
2015-08-17 21:00:00,81,81,103,52,4.34,116,121
2015-08-17 22:00:00,131,73,30,25,4.45,67,119
2015-08-17 23:00:00,174,313,177,32,4.12,138,215
2015-08-18 00:00:00,182,232,101,16,1.07,12,146
2015-08-18 01:00:00,135,181,171,65,0.78,19,131
2015-08-18 02:00:00,192,306,65,54,1.19,125,181
2015-08-18 03:00:00,54,160,126,67,1.31,120,107
2015-08-18 04:00:00,47,293,78,78,3.82,136,147
2015-08-18 05:00:00,122,292,169,114,3.02,48,175
2015-08-18 06:00:00,144,303,93,98,4.35,111,193
2015-08-18 07:00:00,121,337,125,43,2.9,53,170
2015-08-18 08:00:00,156,183,89,49,1.79,102,146
2015-08-18 09:00:00,223,290,135,75,3.82,129,224
2015-08-18 10:00:00,162,206,56,54,4.07,73,163
2015-08-18 11:00:00,40,140,166,95,4.28,106,128
2015-08-18 12:00:00,71,81,41,40,4.69,28,96
2015-08-18 13:00:00,182,135,142,25,4.43,115,176
2015-08-18 14:00:00,116,325,78,116,2.87,158,181
2015-08-18 15:00:00,70,217,173,84,1.1,61,123
2015-08-18 16:00:00,102,281,89,50,2.49,156,158
2015-08-18 17:00:00,74,266,64,102,1.86,105,133
2015-08-18 18:00:00,234,340,72,10,1.35,58,192
2015-08-18 19:00:00,96,326,61,6,3.15,57,147
2015-08-18 20:00:00,146,85,135,110,2.42,63,135
2015-08-18 21:00:00,191,85,78,43,3.74,135,159
2015-08-18 22:00:00,212,264,161,24,4.08,86,209
2015-08-18 23:00:00,112,44,39,16,1.69,46,81
2015-08-19 00:00:00,107,305,175,6,2.61,73,162
2015-08-19 01:00:00,99,149,86,22,1.5,102,111
2015-08-19 02:00:00,172,282,61,45,3.63,22,171
2015-08-19 03:00:00,234,190,175,100,3.35,23,198
2015-08-19 04:00:00,111,46,48,113,0.4,141,96
2015-08-19 05:00:00,66,342,61,91,4.36,135,168
2015-08-19 06:00:00,227,316,20,59,1.84,151,200
2015-08-19 07:00:00,203,198,108,22,3.3,194,194
2015-08-19 08:00:00,57,194,29,53,1.8,125,104
2015-08-19 09:00:00,158,111,60,28,0.79,94,117
2015-08-19 10:00:00,214,176,74,103,1.95,149,180
2015-08-19 11:00:00,34,178,55,5,4.33,160,116
2015-08-19 12:00:00,20,189,27,50,2.57,170,100
2015-08-19 13:00:00,154,89,61,116,3.31,133,146
2015-08-19 14:00:00,20,140,119,89,1.44,28,78
2015-08-19 15:00:00,68,207,111,20,2.9,178,137
2015-08-19 16:00:00,115,105,166,57,1.32,156,131
2015-08-19 17:00:00,220,281,40,109,3.92,11,194
2015-08-19 18:00:00,176,186,127,39,3.75,167,185
2015-08-19 19:00:00,45,281,98,29,3.23,93,131
2015-08-19 20:00:00,106,155,10,44,1.45,16,93
2015-08-19 21:00:00,192,311,143,36,1.17,172,199
2015-08-19 22:00:00,112,171,26,79,0.4,175,120
2015-08-19 23:00:00,121,344,133,65,4.68,106,196
2015-08-20 00:00:00,244,77,18,36,4.76,190,185
2015-08-20 01:00:00,90,174,129,97,0.8,198,135
2015-08-20 02:00:00,159,222,74,15,3.76,34,155
2015-08-20 03:00:00,114,53,24,77,4.11,134,120
2015-08-20 04:00:00,179,243,154,39,0.75,137,173
2015-08-20 05:00:00,137,124,65,77,2.86,128,139
2015-08-20 06:00:00,167,283,137,81,4.56,124,207
2015-08-20 07:00:00,138,329,164,49,2.15,186,195
2015-08-20 08:00:00,70,188,60,22,3.82,112,124
2015-08-20 09:00:00,100,166,79,107,4.06,143,149
2015-08-20 10:00:00,55,337,157,25,1.03,149,146
2015-08-20 11:00:00,86,110,91,81,4.63,176,141
2015-08-20 12:00:00,148,124,40,101,1.86,41,121
2015-08-20 13:00:00,133,177,155,45,2.75,16,140
2015-08-20 14:00:00,174,316,27,110,0.4,156,174
2015-08-20 15:00:00,130,152,112,118,4.09,150,166
2015-08-20 16:00:00,187,102,44,75,3.56,161,161
2015-08-20 17:00:00,244,128,175,76,4.37,163,216
2015-08-20 18:00:00,231,116,140,15,0.94,185,173
2015-08-20 19:00:00,161,158,38,15,1.17,88,125
2015-08-20 20:00:00,119,345,48,59,1.56,56,150
2015-08-20 21:00:00,216,322,48,36,1.16,22,174
2015-08-20 22:00:00,234,268,67,31,4.15,139,214
2015-08-20 23:00:00,128,175,131,96,2.99,57,147
2015-08-21 00:00:00,139,162,65,39,1.02,144,131
2015-08-21 01:00:00,98,238,128,22,4.28,88,155
2015-08-21 02:00:00,153,69,67,67,0.58,61,105
2015-08-21 03:00:00,180,57,141,16,2.04,161,146
2015-08-21 04:00:00,202,62,66,23,4.27,121,157
2015-08-21 05:00:00,38,77,132,54,0.31,184,85
2015-08-21 06:00:00,146,276,69,110,3.46,65,172
2015-08-21 07:00:00,224,287,110,46,0.31,87,183
2015-08-21 08:00:00,48,69,74,56,0.89,150,79
2015-08-21 09:00:00,208,158,24,44,2.97,30,151
2015-08-21 10:00:00,217,325,157,105,0.59,195,219
2015-08-21 11:00:00,226,113,19,12,2.66,106,154
2015-08-21 12:00:00,227,110,29,47,3.72,143,173
2015-08-21 13:00:00,43,312,110,25,2.87,84,134
2015-08-21 14:00:00,170,252,118,26,4.2,151,194
2015-08-21 15:00:00,29,180,104,18,4.54,77,112
2015-08-21 16:00:00,201,277,177,6,3.73,144,214
2015-08-21 17:00:00,124,46,104,11,4.56,160,135
2015-08-21 18:00:00,188,255,111,76,4.47,128,205
2015-08-21 19:00:00,196,107,60,51,0.83,176,146
2015-08-21 20:00:00,164,144,22,84,4.45,59,150
2015-08-21 21:00:00,203,74,130,92,4.2,154,181
2015-08-21 22:00:00,192,68,19,61,3.28,76,136
2015-08-21 23:00:00,177,158,165,61,1.66,189,174
2015-08-22 00:00:00,191,73,88,16,1.59,123,136
2015-08-22 01:00:00,221,299,38,67,3.49,87,201
2015-08-22 02:00:00,74,171,133,75,3.76,83,133
2015-08-22 03:00:00,166,240,74,57,0.76,198,166
2015-08-22 04:00:00,176,152,125,25,3.78,56,160
2015-08-22 05:00:00,21,136,131,42,3.88,182,117
2015-08-22 06:00:00,183,45,173,66,2.48,184,162
2015-08-22 07:00:00,166,68,34,109,3.79,103,141
2015-08-22 08:00:00,154,204,111,49,3.56,187,180
2015-08-22 09:00:00,173,76,60,101,4.12,91,150
2015-08-22 10:00:00,226,102,133,33,3.52,153,185
2015-08-22 11:00:00,130,278,90,26,4.29,148,180
2015-08-22 12:00:00,57,289,81,54,4.93,103,153
2015-08-22 13:00:00,150,224,140,111,2.17,70,164
2015-08-22 14:00:00,121,286,116,85,2.0,140,168
2015-08-22 15:00:00,227,79,111,114,4.02,61,175
2015-08-22 16:00:00,213,103,162,56,0.6,137,161
2015-08-22 17:00:00,114,262,37,103,0.68,71,129
2015-08-22 18:00:00,111,161,54,83,4.81,129,150
2015-08-22 19:00:00,90,170,173,15,1.83,94,126
2015-08-22 20:00:00,241,338,173,49,2.53,118,232
2015-08-22 21:00:00,190,164,154,112,4.21,36,182
2015-08-22 22:00:00,209,64,36,10,1.3,91,126
2015-08-22 23:00:00,218,75,157,90,1.84,92,163
2015-08-23 00:00:00,247,147,117,57,2.49,67,181
2015-08-23 01:00:00,240,225,72,75,4.93,14,200
2015-08-23 02:00:00,43,142,153,31,4.12,49,111
2015-08-23 03:00:00,186,58,105,99,3.15,85,149
2015-08-23 04:00:00,87,226,26,32,2.56,134,127
2015-08-23 05:00:00,147,273,125,37,0.5,25,143
2015-08-23 06:00:00,112,133,171,77,3.9,137,156
2015-08-23 07:00:00,63,270,155,96,0.85,97,133
2015-08-23 08:00:00,152,167,84,33,4.06,74,153
2015-08-23 09:00:00,74,343,21,115,1.28,109,139
2015-08-23 10:00:00,240,298,46,103,2.69,109,210
2015-08-23 11:00:00,177,281,154,49,4.39,103,205
2015-08-23 12:00:00,48,154,53,116,3.26,125,114
2015-08-23 13:00:00,173,191,67,49,2.83,56,153
2015-08-23 14:00:00,230,155,93,13,1.7,72,162
2015-08-23 15:00:00,173,301,12,24,1.49,175,171
2015-08-23 16:00:00,56,288,138,32,4.69,81,153
2015-08-23 17:00:00,238,229,101,76,1.08,142,193
2015-08-23 18:00:00,241,260,137,31,3.44,27,203
2015-08-23 19:00:00,134,295,56,11,1.27,179,159
2015-08-23 20:00:00,200,331,130,94,3.33,48,208
2015-08-23 21:00:00,177,324,95,38,1.68,151,189
2015-08-23 22:00:00,22,180,66,64,0.64,32,71
2015-08-23 23:00:00,141,182,22,35,1.55,27,116
2015-08-24 00:00:00,62,328,13,13,3.89,137,145
2015-08-24 01:00:00,26,290,19,92,3.73,17,112
2015-08-24 02:00:00,144,183,115,59,1.52,120,147
2015-08-24 03:00:00,68,124,146,99,4.66,160,145
2015-08-24 04:00:00,140,219,71,58,0.71,172,147
2015-08-24 05:00:00,92,140,144,106,4.81,23,138
2015-08-24 06:00:00,60,276,25,86,4.58,92,141
2015-08-24 07:00:00,125,244,71,79,4.43,113,169
2015-08-24 08:00:00,96,329,11,58,0.33,54,122
2015-08-24 09:00:00,226,166,47,93,1.73,82,166
2015-08-24 10:00:00,201,317,163,87,3.01,49,208
2015-08-24 11:00:00,146,346,87,50,0.42,17,151
2015-08-24 12:00:00,216,299,148,87,3.01,113,218
2015-08-24 13:00:00,240,292,170,52,3.37,163,236
2015-08-24 14:00:00,246,216,86,6,4.4,99,205
2015-08-24 15:00:00,110,278,112,67,1.49,36,140
2015-08-24 16:00:00,174,206,60,38,4.19,175,183
2015-08-24 17:00:00,27,254,79,27,0.72,118,99
2015-08-24 18:00:00,51,244,156,39,3.41,45,130
2015-08-24 19:00:00,231,239,101,87,2.12,20,184
2015-08-24 20:00:00,83,40,33,101,4.06,59,97
2015-08-24 21:00:00,157,208,161,59,2.72,10,157
2015-08-24 22:00:00,32,312,172,17,3.84,33,138
2015-08-24 23:00:00,210,303,16,109,3.65,99,201
2015-08-25 00:00:00,112,106,10,119,0.41,61,91
2015-08-25 01:00:00,182,157,61,65,4.67,87,170
2015-08-25 02:00:00,80,125,21,108,0.56,157,98
2015-08-25 03:00:00,201,274,37,28,1.85,109,174
2015-08-25 04:00:00,27,297,113,91,2.92,35,124
2015-08-25 05:00:00,48,56,47,61,3.53,84,84
2015-08-25 06:00:00,114,112,35,43,1.35,155,111
2015-08-25 07:00:00,60,200,124,102,2.19,81,122
2015-08-25 08:00:00,177,260,155,23,3.1,90,186
2015-08-25 09:00:00,233,221,66,59,2.56,166,198
2015-08-25 10:00:00,168,288,66,53,2.13,190,185
2015-08-25 11:00:00,223,146,59,30,2.52,116,167
2015-08-25 12:00:00,30,140,19,71,0.73,182,83
2015-08-25 13:00:00,21,340,56,48,0.48,120,111
2015-08-25 14:00:00,197,296,153,114,4.02,37,210
2015-08-25 15:00:00,188,346,81,94,0.63,15,173
2015-08-25 16:00:00,213,317,69,89,1.22,46,184
2015-08-25 17:00:00,245,201,86,116,0.92,176,196
2015-08-25 18:00:00,150,88,63,62,4.85,12,133
2015-08-25 19:00:00,99,344,68,60,1.56,167,162
2015-08-25 20:00:00,198,209,53,29,4.86,26,174
2015-08-25 21:00:00,215,131,57,46,3.08,38,155
2015-08-25 22:00:00,106,308,62,105,1.04,193,161
2015-08-25 23:00:00,231,269,172,18,1.3,52,192
2015-08-26 00:00:00,172,289,78,72,0.63,15,152
2015-08-26 01:00:00,177,267,166,70,3.24,121,200
2015-08-26 02:00:00,229,235,96,65,4.69,133,216
2015-08-26 03:00:00,125,181,61,46,1.78,106,130
2015-08-26 04:00:00,158,223,46,88,1.99,172,165
2015-08-26 05:00:00,240,254,131,82,2.59,126,214
2015-08-26 06:00:00,36,108,43,66,1.78,98,77
2015-08-26 07:00:00,173,85,26,91,2.69,159,144
2015-08-26 08:00:00,42,54,58,7,4.08,161,93
2015-08-26 09:00:00,203,175,22,119,2.06,114,164
2015-08-26 10:00:00,199,161,142,66,2.18,109,173
2015-08-26 11:00:00,67,223,104,82,1.08,190,132
2015-08-26 12:00:00,39,306,57,50,3.2,115,133
2015-08-26 13:00:00,21,238,89,10,4.01,38,108
2015-08-26 14:00:00,107,212,158,73,1.28,113,143
2015-08-26 15:00:00,50,149,161,60,4.78,92,131
2015-08-26 16:00:00,174,144,104,15,2.56,171,161
2015-08-26 17:00:00,149,326,175,53,0.5,137,180
2015-08-26 18:00:00,97,214,13,13,4.79,132,142
2015-08-26 19:00:00,23,100,15,98,3.22,197,96
2015-08-26 20:00:00,160,303,171,79,3.13,20,186
2015-08-26 21:00:00,247,312,160,66,0.68,172,223
2015-08-26 22:00:00,182,197,155,61,3.1,93,180
2015-08-26 23:00:00,147,262,47,74,2.12,164,167
2015-08-27 00:00:00,219,154,110,67,0.65,59,155
2015-08-27 01:00:00,213,293,41,119,0.44,131,185
2015-08-27 02:00:00,153,347,122,95,0.9,30,170
2015-08-27 03:00:00,50,102,72,55,1.51,61,77
2015-08-27 04:00:00,157,100,159,63,2.09,72,140
2015-08-27 05:00:00,40,295,134,83,2.04,183,147
2015-08-27 06:00:00,221,116,118,25,4.62,56,177
2015-08-27 07:00:00,42,129,133,55,4.0,52,107
2015-08-27 08:00:00,150,327,44,25,0.36,15,139
2015-08-27 09:00:00,179,330,148,112,3.24,180,223
2015-08-27 10:00:00,167,311,29,19,2.03,46,158
2015-08-27 11:00:00,221,176,83,30,2.78,193,190
